name,brand,category,subcategory,sku,hasVariants,optionType,variantName,variantSku,packSize,unit,estimatedCost,markupPct,price,stock,lowStockThreshold,imageUrl,imageSearchQuery,imageStatus,priceStatus,supplier,barcode,country,lastPriceCheck,notes
Tropical Sun Basmati Rice 2kg,Tropical Sun,grains,Basmati Rice,BS-TROPICAL-BASMATI-RICE-2KG-0023,false,,,,2kg,item,2950,0.16,3400,0,5,assets/rice.jpg,Tropical Sun Basmati Rice 2kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Tropical Sun Basmati Rice 5kg,Tropical Sun,grains,Basmati Rice,BS-TROPICAL-BASMATI-RICE-5KG-0024,false,,,,5kg,item,7100,0.16,8250,0,5,assets/rice.jpg,Tropical Sun Basmati Rice 5kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Tropical Sun Basmati Rice 10kg,Tropical Sun,grains,Basmati Rice,BS-TROPICAL-BASMATI-RICE-10KG-0025,false,,,,10kg,item,16400,0.16,19000,0,5,assets/rice.jpg,Tropical Sun Basmati Rice 10kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Brown Beans 500g,Generic,grains,Brown Beans,BS-GENERIC-BROWN-BEANS-500G-0026,false,,,,500g,item,400,0.16,450,0,5,assets/rice.jpg,Generic Brown Beans 500g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Brown Beans 1kg,Generic,grains,Brown Beans,BS-GENERIC-BROWN-BEANS-1KG-0027,false,,,,1kg,item,800,0.16,950,0,5,assets/rice.jpg,Generic Brown Beans 1kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Brown Beans 2kg,Generic,grains,Brown Beans,BS-GENERIC-BROWN-BEANS-2KG-0028,false,,,,2kg,item,1600,0.16,1850,0,5,assets/rice.jpg,Generic Brown Beans 2kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Brown Beans 5kg,Generic,grains,Brown Beans,BS-GENERIC-BROWN-BEANS-5KG-0029,false,,,,5kg,item,4550,0.16,5300,0,5,assets/rice.jpg,Generic Brown Beans 5kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Brown Beans 10kg,Generic,grains,Brown Beans,BS-GENERIC-BROWN-BEANS-10KG-0030,false,,,,10kg,item,8750,0.16,10150,0,5,assets/rice.jpg,Generic Brown Beans 10kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Brown Beans 25kg,Generic,grains,Brown Beans,BS-GENERIC-BROWN-BEANS-25KG-0031,false,,,,25kg,item,22650,0.16,26250,0,5,assets/rice.jpg,Generic Brown Beans 25kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
White Beans 500g,Generic,grains,White Beans,BS-GENERIC-WHITE-BEANS-500G-0032,false,,,,500g,item,450,0.16,500,0,5,assets/rice.jpg,Generic White Beans 500g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
White Beans 1kg,Generic,grains,White Beans,BS-GENERIC-WHITE-BEANS-1KG-0033,false,,,,1kg,item,900,0.16,1050,0,5,assets/rice.jpg,Generic White Beans 1kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
White Beans 2kg,Generic,grains,White Beans,BS-GENERIC-WHITE-BEANS-2KG-0034,false,,,,2kg,item,1950,0.16,2250,0,5,assets/rice.jpg,Generic White Beans 2kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
White Beans 5kg,Generic,grains,White Beans,BS-GENERIC-WHITE-BEANS-5KG-0035,false,,,,5kg,item,4450,0.16,5150,0,5,assets/rice.jpg,Generic White Beans 5kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
White Beans 10kg,Generic,grains,White Beans,BS-GENERIC-WHITE-BEANS-10KG-0036,false,,,,10kg,item,9150,0.16,10600,0,5,assets/rice.jpg,Generic White Beans 10kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
White Beans 25kg,Generic,grains,White Beans,BS-GENERIC-WHITE-BEANS-25KG-0037,false,,,,25kg,item,24050,0.16,27900,0,5,assets/rice.jpg,Generic White Beans 25kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Garri White 500g,Generic,grains,Garri White,BS-GENERIC-GARRI-WHITE-500G-0038,false,,,,500g,item,300,0.16,350,0,5,assets/rice.jpg,Generic Garri White 500g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Garri White 1kg,Generic,grains,Garri White,BS-GENERIC-GARRI-WHITE-1KG-0039,false,,,,1kg,item,650,0.16,750,0,5,assets/rice.jpg,Generic Garri White 1kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Garri White 2kg,Generic,grains,Garri White,BS-GENERIC-GARRI-WHITE-2KG-0040,false,,,,2kg,item,1250,0.16,1450,0,5,assets/rice.jpg,Generic Garri White 2kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Garri White 5kg,Generic,grains,Garri White,BS-GENERIC-GARRI-WHITE-5KG-0041,false,,,,5kg,item,3150,0.16,3650,0,5,assets/rice.jpg,Generic Garri White 5kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Garri White 10kg,Generic,grains,Garri White,BS-GENERIC-GARRI-WHITE-10KG-0042,false,,,,10kg,item,5550,0.16,6450,0,5,assets/rice.jpg,Generic Garri White 10kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Garri White 25kg,Generic,grains,Garri White,BS-GENERIC-GARRI-WHITE-25KG-0043,false,,,,25kg,item,14400,0.16,16700,0,5,assets/rice.jpg,Generic Garri White 25kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Garri Yellow 500g,Generic,grains,Garri Yellow,BS-GENERIC-GARRI-YELLOW-500G-0044,false,,,,500g,item,300,0.16,350,0,5,assets/rice.jpg,Generic Garri Yellow 500g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Garri Yellow 1kg,Generic,grains,Garri Yellow,BS-GENERIC-GARRI-YELLOW-1KG-0045,false,,,,1kg,item,600,0.16,700,0,5,assets/rice.jpg,Generic Garri Yellow 1kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Garri Yellow 2kg,Generic,grains,Garri Yellow,BS-GENERIC-GARRI-YELLOW-2KG-0046,false,,,,2kg,item,1250,0.16,1450,0,5,assets/rice.jpg,Generic Garri Yellow 2kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Garri Yellow 5kg,Generic,grains,Garri Yellow,BS-GENERIC-GARRI-YELLOW-5KG-0047,false,,,,5kg,item,3050,0.16,3550,0,5,assets/rice.jpg,Generic Garri Yellow 5kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Garri Yellow 10kg,Generic,grains,Garri Yellow,BS-GENERIC-GARRI-YELLOW-10KG-0048,false,,,,10kg,item,6300,0.16,7300,0,5,assets/rice.jpg,Generic Garri Yellow 10kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Garri Yellow 25kg,Generic,grains,Garri Yellow,BS-GENERIC-GARRI-YELLOW-25KG-0049,false,,,,25kg,item,16800,0.16,19500,0,5,assets/rice.jpg,Generic Garri Yellow 25kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Golden Penny Semolina 500g,Golden Penny,grains,Semolina,BS-GOLDEN-P-SEMOLINA-500G-0050,false,,,,500g,item,450,0.16,500,0,5,assets/rice.jpg,Golden Penny Semolina 500g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Golden Penny Semolina 1kg,Golden Penny,grains,Semolina,BS-GOLDEN-P-SEMOLINA-1KG-0051,false,,,,1kg,item,900,0.16,1050,0,5,assets/rice.jpg,Golden Penny Semolina 1kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Golden Penny Semolina 2kg,Golden Penny,grains,Semolina,BS-GOLDEN-P-SEMOLINA-2KG-0052,false,,,,2kg,item,1700,0.16,1950,0,5,assets/rice.jpg,Golden Penny Semolina 2kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Golden Penny Semolina 5kg,Golden Penny,grains,Semolina,BS-GOLDEN-P-SEMOLINA-5KG-0053,false,,,,5kg,item,4350,0.16,5050,0,5,assets/rice.jpg,Golden Penny Semolina 5kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Golden Penny Semolina 10kg,Golden Penny,grains,Semolina,BS-GOLDEN-P-SEMOLINA-10KG-0054,false,,,,10kg,item,9800,0.16,11350,0,5,assets/rice.jpg,Golden Penny Semolina 10kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Honeywell Semolina 500g,Honeywell,grains,Semolina,BS-HONEYWEL-SEMOLINA-500G-0055,false,,,,500g,item,500,0.16,600,0,5,assets/rice.jpg,Honeywell Semolina 500g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Honeywell Semolina 1kg,Honeywell,grains,Semolina,BS-HONEYWEL-SEMOLINA-1KG-0056,false,,,,1kg,item,950,0.16,1100,0,5,assets/rice.jpg,Honeywell Semolina 1kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Honeywell Semolina 2kg,Honeywell,grains,Semolina,BS-HONEYWEL-SEMOLINA-2KG-0057,false,,,,2kg,item,1750,0.16,2050,0,5,assets/rice.jpg,Honeywell Semolina 2kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Honeywell Semolina 5kg,Honeywell,grains,Semolina,BS-HONEYWEL-SEMOLINA-5KG-0058,false,,,,5kg,item,4850,0.16,5650,0,5,assets/rice.jpg,Honeywell Semolina 5kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Honeywell Semolina 10kg,Honeywell,grains,Semolina,BS-HONEYWEL-SEMOLINA-10KG-0059,false,,,,10kg,item,8750,0.16,10150,0,5,assets/rice.jpg,Honeywell Semolina 10kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Golden Penny Wheat Meal 500g,Golden Penny,grains,Wheat Meal,BS-GOLDEN-P-WHEAT-MEAL-500G-0060,false,,,,500g,item,400,0.16,450,0,5,assets/rice.jpg,Golden Penny Wheat Meal 500g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Golden Penny Wheat Meal 1kg,Golden Penny,grains,Wheat Meal,BS-GOLDEN-P-WHEAT-MEAL-1KG-0061,false,,,,1kg,item,950,0.16,1100,0,5,assets/rice.jpg,Golden Penny Wheat Meal 1kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Golden Penny Wheat Meal 2kg,Golden Penny,grains,Wheat Meal,BS-GOLDEN-P-WHEAT-MEAL-2KG-0062,false,,,,2kg,item,1750,0.16,2050,0,5,assets/rice.jpg,Golden Penny Wheat Meal 2kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Golden Penny Wheat Meal 5kg,Golden Penny,grains,Wheat Meal,BS-GOLDEN-P-WHEAT-MEAL-5KG-0063,false,,,,5kg,item,4350,0.16,5050,0,5,assets/rice.jpg,Golden Penny Wheat Meal 5kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Honeywell Wheat Meal 500g,Honeywell,grains,Wheat Meal,BS-HONEYWEL-WHEAT-MEAL-500G-0064,false,,,,500g,item,450,0.16,500,0,5,assets/rice.jpg,Honeywell Wheat Meal 500g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Honeywell Wheat Meal 1kg,Honeywell,grains,Wheat Meal,BS-HONEYWEL-WHEAT-MEAL-1KG-0065,false,,,,1kg,item,950,0.16,1100,0,5,assets/rice.jpg,Honeywell Wheat Meal 1kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Honeywell Wheat Meal 2kg,Honeywell,grains,Wheat Meal,BS-HONEYWEL-WHEAT-MEAL-2KG-0066,false,,,,2kg,item,1850,0.16,2150,0,5,assets/rice.jpg,Honeywell Wheat Meal 2kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Honeywell Wheat Meal 5kg,Honeywell,grains,Wheat Meal,BS-HONEYWEL-WHEAT-MEAL-5KG-0067,false,,,,5kg,item,4200,0.16,4850,0,5,assets/rice.jpg,Honeywell Wheat Meal 5kg Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Golden Penny Spaghetti 500g,Golden Penny,grains,Spaghetti,BS-GOLDEN-P-SPAGHETTI-500G-0068,false,,,,500g,item,400,0.16,450,0,5,assets/rice.jpg,Golden Penny Spaghetti 500g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Golden Penny Spaghetti 500g x 20,Golden Penny,grains,Spaghetti,BS-GOLDEN-P-SPAGHETTI-500G-X-20-0069,false,,,,500g x 20,item,8800,0.16,10200,0,5,assets/rice.jpg,Golden Penny Spaghetti 500g x 20 Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Dangote Spaghetti 500g,Dangote,grains,Spaghetti,BS-DANGOTE-SPAGHETTI-500G-0070,false,,,,500g,item,450,0.16,500,0,5,assets/rice.jpg,Dangote Spaghetti 500g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Dangote Spaghetti 500g x 20,Dangote,grains,Spaghetti,BS-DANGOTE-SPAGHETTI-500G-X-20-0071,false,,,,500g x 20,item,8450,0.16,9800,0,5,assets/rice.jpg,Dangote Spaghetti 500g x 20 Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Honeywell Spaghetti 500g,Honeywell,grains,Spaghetti,BS-HONEYWEL-SPAGHETTI-500G-0072,false,,,,500g,item,500,0.16,600,0,5,assets/rice.jpg,Honeywell Spaghetti 500g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Honeywell Spaghetti 500g x 20,Honeywell,grains,Spaghetti,BS-HONEYWEL-SPAGHETTI-500G-X-20-0073,false,,,,500g x 20,item,9700,0.16,11250,0,5,assets/rice.jpg,Honeywell Spaghetti 500g x 20 Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
Golden Penny Macaroni 500g,Golden Penny,grains,Macaroni,BS-GOLDEN-P-MACARONI-500G-0074,false,,,,500g,item,450,0.16,500,0,5,assets/rice.jpg,Golden Penny Macaroni 500g Nigeria product pack,Category placeholder – replace with verified product image,Estimated – verify with supplier,,,Nigeria/Imported,2026-08-10,"Stage catalogue item; verify exact pack, image and supplier price before live sale."
