name,brand,category,subcategory,sku,hasVariants,optionType,variantName,variantSku,packSize,unit,estimatedCost,markupPct,price,stock,lowStockThreshold,imageUrl,imageSearchQuery,imageStatus,priceStatus,supplier,barcode,country,lastPriceCheck,notes,referenceRetailPrice,priceSourceUrl,productSourceUrl,imageSourcePageUrl,sourceRecency,priceConfidence,imageConfidence,enrichmentStatus,dataQuality
Indomie Instant Noodles Chicken Pepper Soup 100 g,Indomie,grains,Instant Noodles,BSV-INDOMIE-INSTANT-NOODLES-CHICKEN-PEPPER-S-0011,false,,,,100 g,item,,16,405,0,5,,Indomie Instant Noodles Chicken Pepper Soup 100 g Nigeria product pack,Pending automated product-image enrichment,Public retail reference — do not treat as wholesale cost,,,Nigeria/Imported,2026-08-10,Public Nigerian retail reference; recheck supplier cost before publishing.,405,https://www.supermart.ng/collections/instant-noodles?page=2,https://www.supermart.ng/products/indomie-instant-noodles-chicken-pepper-soup-100-g,https://www.supermart.ng/products/indomie-instant-noodles-chicken-pepper-soup-100-g,verified-current,95,0,pending-image,verified-reference
Indomie Instant Noodles Relish With Real Fish Chunks 120 g,Indomie,grains,Instant Noodles,BSV-INDOMIE-INSTANT-NOODLES-RELISH-WITH-REAL-0012,false,,,,120 g,item,,16,1465,0,5,,Indomie Instant Noodles Relish With Real Fish Chunks 120 g Nigeria product pack,Pending automated product-image enrichment,Public retail reference — do not treat as wholesale cost,,,Nigeria/Imported,2026-08-10,Public Nigerian retail reference; recheck supplier cost before publishing.,1465,https://www.supermart.ng/collections/instant-noodles?page=2,https://www.supermart.ng/products/indomie-instant-noodles-relish-with-real-fish-chunks-120-g,https://www.supermart.ng/products/indomie-instant-noodles-relish-with-real-fish-chunks-120-g,verified-current,95,0,pending-image,verified-reference
Indomie Instant Noodles Beef 70 g,Indomie,grains,Instant Noodles,BSV-INDOMIE-INSTANT-NOODLES-BEEF-70-G-0013,false,,,,70 g,item,,16,255,0,5,,Indomie Instant Noodles Beef 70 g Nigeria product pack,Pending automated product-image enrichment,Public retail reference — do not treat as wholesale cost,,,Nigeria/Imported,2026-08-10,Public Nigerian retail reference; recheck supplier cost before publishing.,255,https://www.supermart.ng/collections/instant-noodles?page=2,https://www.supermart.ng/products/indomie-instant-noodles-beef-70-g,https://www.supermart.ng/products/indomie-instant-noodles-beef-70-g,verified-current,95,0,pending-image,verified-reference
Indomie Instant Noodles Beef 120 g,Indomie,grains,Instant Noodles,BSV-INDOMIE-INSTANT-NOODLES-BEEF-120-G-0014,false,,,,120 g,item,,16,405,0,5,,Indomie Instant Noodles Beef 120 g Nigeria product pack,Pending automated product-image enrichment,Public retail reference — do not treat as wholesale cost,,,Nigeria/Imported,2026-08-10,Public Nigerian retail reference; recheck supplier cost before publishing.,405,https://www.supermart.ng/collections/instant-noodles?page=2,https://www.supermart.ng/products/indomie-instant-noodles-beef-120-g,https://www.supermart.ng/products/indomie-instant-noodles-beef-120-g,verified-current,95,0,pending-image,verified-reference
Indomie Instant Noodles Jollof Chicken 70 g,Indomie,grains,Instant Noodles,BSV-INDOMIE-INSTANT-NOODLES-JOLLOF-CHICKEN-7-0015,false,,,,70 g,item,,16,300,0,5,,Indomie Instant Noodles Jollof Chicken 70 g Nigeria product pack,Pending automated product-image enrichment,Public retail reference — do not treat as wholesale cost,,,Nigeria/Imported,2026-08-10,Public Nigerian retail reference; recheck supplier cost before publishing.,300,https://www.supermart.ng/collections/instant-noodles?page=2,https://www.supermart.ng/products/indomie-instant-noodles-jollof-chicken-70-g,https://www.supermart.ng/products/indomie-instant-noodles-jollof-chicken-70-g,verified-current,95,0,pending-image,verified-reference
Indomie Instant Noodles Relish With Real Chicken Chunks 120 g,Indomie,grains,Instant Noodles,BSV-INDOMIE-INSTANT-NOODLES-RELISH-WITH-REAL-0016,false,,,,120 g,item,,16,1465,0,5,,Indomie Instant Noodles Relish With Real Chicken Chunks 120 g Nigeria product pack,Pending automated product-image enrichment,Public retail reference — do not treat as wholesale cost,,,Nigeria/Imported,2026-08-10,Public Nigerian retail reference; recheck supplier cost before publishing.,1465,https://www.supermart.ng/collections/instant-noodles?page=2,https://www.supermart.ng/products/indomie-instant-noodles-relish-with-real-chicken-chunks-120-g,https://www.supermart.ng/products/indomie-instant-noodles-relish-with-real-chicken-chunks-120-g,verified-current,95,0,pending-image,verified-reference
Indomie Instant Noodles Relish With Seafood Delight 200 g,Indomie,grains,Instant Noodles,BSV-INDOMIE-INSTANT-NOODLES-RELISH-WITH-SEAF-0017,false,,,,200 g,item,,16,1490,0,5,,Indomie Instant Noodles Relish With Seafood Delight 200 g Nigeria product pack,Pending automated product-image enrichment,Public retail reference — do not treat as wholesale cost,,,Nigeria/Imported,2026-08-10,Public Nigerian retail reference; recheck supplier cost before publishing.,1490,https://www.supermart.ng/collections/instant-noodles?page=2,https://www.supermart.ng/products/indomie-instant-noodles-relish-with-seafood-delight-200-g,https://www.supermart.ng/products/indomie-instant-noodles-relish-with-seafood-delight-200-g,verified-current,95,0,pending-image,verified-reference
Indomie Instant Noodles Relish With Real Chicken Chunks 200 g,Indomie,grains,Instant Noodles,BSV-INDOMIE-INSTANT-NOODLES-RELISH-WITH-REAL-0018,false,,,,200 g,item,,16,1490,0,5,,Indomie Instant Noodles Relish With Real Chicken Chunks 200 g Nigeria product pack,Pending automated product-image enrichment,Public retail reference — do not treat as wholesale cost,,,Nigeria/Imported,2026-08-10,Public Nigerian retail reference; recheck supplier cost before publishing.,1490,https://www.supermart.ng/collections/instant-noodles?page=2,https://www.supermart.ng/products/indomie-instant-noodles-relish-with-real-chicken-chunks-200-g,https://www.supermart.ng/products/indomie-instant-noodles-relish-with-real-chicken-chunks-200-g,verified-current,95,0,pending-image,verified-reference
Honeywell Instant Noodles Chicken 120 g,Honeywell,grains,Instant Noodles,BSV-HONEYWELL-INSTANT-NOODLES-CHICKEN-120-G-0019,false,,,,120 g,item,,16,405,0,5,,Honeywell Instant Noodles Chicken 120 g Nigeria product pack,Pending automated product-image enrichment,Public retail reference — do not treat as wholesale cost,,,Nigeria/Imported,2026-08-10,Public Nigerian retail reference; recheck supplier cost before publishing.,405,https://www.supermart.ng/collections/instant-noodles?page=2,https://www.supermart.ng/products/honeywell-instant-noodles-chicken-120-g,https://www.supermart.ng/products/honeywell-instant-noodles-chicken-120-g,verified-current,95,0,pending-image,verified-reference
Tasty Tom Instant Noodles Supa Chicken 100 g,Tasty Tom,grains,Instant Noodles,BSV-TASTY-TOM-INSTANT-NOODLES-SUPA-CHICKEN-1-0020,false,,,,100 g,item,,16,180,0,5,,Tasty Tom Instant Noodles Supa Chicken 100 g Nigeria product pack,Pending automated product-image enrichment,Public retail reference — do not treat as wholesale cost,,,Nigeria/Imported,2026-08-10,Public Nigerian retail reference; recheck supplier cost before publishing.,180,https://www.supermart.ng/collections/instant-noodles?page=2,https://www.supermart.ng/products/tasty-tom-instant-noodles-supa-chicken-100-g,https://www.supermart.ng/products/tasty-tom-instant-noodles-supa-chicken-100-g,verified-current,95,0,pending-image,verified-reference
Indomie Instant Noodles Crayfish 120 g,Indomie,grains,Instant Noodles,BSV-INDOMIE-INSTANT-NOODLES-CRAYFISH-120-G-0021,false,,,,120 g,item,,16,405,0,5,,Indomie Instant Noodles Crayfish 120 g Nigeria product pack,Pending automated product-image enrichment,Public retail reference — do not treat as wholesale cost,,,Nigeria/Imported,2026-08-10,Public Nigerian retail reference; recheck supplier cost before publishing.,405,https://www.supermart.ng/collections/instant-noodles?page=2,https://www.supermart.ng/products/indomie-instant-noodles-crayfish-120-g,https://www.supermart.ng/products/indomie-instant-noodles-crayfish-120-g,verified-current,95,0,pending-image,verified-reference
Mimee Instant Noodles Chicken 114 g,Mimee,grains,Instant Noodles,BSV-MIMEE-INSTANT-NOODLES-CHICKEN-114-G-0022,false,,,,114 g,item,,16,365,0,5,,Mimee Instant Noodles Chicken 114 g Nigeria product pack,Pending automated product-image enrichment,Public retail reference — do not treat as wholesale cost,,,Nigeria/Imported,2026-08-10,Public Nigerian retail reference; recheck supplier cost before publishing.,365,https://www.supermart.ng/collections/instant-noodles?page=2,https://www.supermart.ng/products/mimee-instant-noodles-chicken-114-g,https://www.supermart.ng/products/mimee-instant-noodles-chicken-114-g,verified-current,95,0,pending-image,verified-reference
Power Vegetable Oil 750 ml,Power,oil,Vegetable Oil,BSV-POWER-VEGETABLE-OIL-750-ML-0023,false,,,,750 ml,item,,14,4150,0,5,,Power Vegetable Oil 750 ml Nigeria product pack,Pending automated product-image enrichment,Public retail reference — do not treat as wholesale cost,,,Nigeria/Imported,2026-08-10,Public Nigerian retail reference; recheck supplier cost before publishing.,4150,https://www.supermart.ng/collections/groundnut-vegetable-oil,https://www.supermart.ng/products/power-vegetable-oil-750-ml,https://www.supermart.ng/products/power-vegetable-oil-750-ml,verified-current,95,0,pending-image,verified-reference
King's Vegetable Oil 3 L,King's,oil,Vegetable Oil,BSV-KING-S-VEGETABLE-OIL-3-L-0024,false,,,,3 L,item,,14,14765,0,5,,King's Vegetable Oil 3 L Nigeria product pack,Pending automated product-image enrichment,Public retail reference — do not treat as wholesale cost,,,Nigeria/Imported,2026-08-10,Public Nigerian retail reference; recheck supplier cost before publishing.,14765,https://www.supermart.ng/collections/groundnut-vegetable-oil,https://www.supermart.ng/products/king-s-vegetable-oil-3-l,https://www.supermart.ng/products/king-s-vegetable-oil-3-l,verified-current,95,0,pending-image,verified-reference
Mamador Pure Vegetable Oil 1.5 L,Mamador,oil,Vegetable Oil,BSV-MAMADOR-PURE-VEGETABLE-OIL-1-5-L-0025,false,,,,1.5 L,item,,14,7995,0,5,,Mamador Pure Vegetable Oil 1.5 L Nigeria product pack,Pending automated product-image enrichment,Public retail reference — do not treat as wholesale cost,,,Nigeria/Imported,2026-08-10,Public Nigerian retail reference; recheck supplier cost before publishing.,7995,https://www.supermart.ng/collections/groundnut-vegetable-oil,https://www.supermart.ng/products/mamador-pure-vegetable-oil-1-5-l,https://www.supermart.ng/products/mamador-pure-vegetable-oil-1-5-l,verified-current,95,0,pending-image,verified-reference
Power Vegetable Oil Sachet 45 ml,Power,oil,Vegetable Oil,BSV-POWER-VEGETABLE-OIL-SACHET-45-ML-0026,false,,,,45 ml,item,,14,250,0,5,,Power Vegetable Oil Sachet 45 ml Nigeria product pack,Pending automated product-image enrichment,Public retail reference — do not treat as wholesale cost,,,Nigeria/Imported,2026-08-10,Public Nigerian retail reference; recheck supplier cost before publishing.,250,https://www.supermart.ng/collections/groundnut-vegetable-oil,https://www.supermart.ng/products/power-vegetable-oil-sachet-45-ml,https://www.supermart.ng/products/power-vegetable-oil-sachet-45-ml,verified-current,95,0,pending-image,verified-reference
King's Vegetable Oil 5 L,King's,oil,Vegetable Oil,BSV-KING-S-VEGETABLE-OIL-5-L-0027,false,,,,5 L,item,,14,23800,0,5,,King's Vegetable Oil 5 L Nigeria product pack,Pending automated product-image enrichment,Public retail reference — do not treat as wholesale cost,,,Nigeria/Imported,2026-08-10,Public Nigerian retail reference; recheck supplier cost before publishing.,23800,https://www.supermart.ng/collections/groundnut-vegetable-oil,https://www.supermart.ng/products/king-s-vegetable-oil-5-l,https://www.supermart.ng/products/king-s-vegetable-oil-5-l,verified-current,95,0,pending-image,verified-reference
Mamador Pure Vegetable Oil 900 ml,Mamador,oil,Vegetable Oil,BSV-MAMADOR-PURE-VEGETABLE-OIL-900-ML-0028,false,,,,900 ml,item,,14,4435,0,5,,Mamador Pure Vegetable Oil 900 ml Nigeria product pack,Pending automated product-image enrichment,Public retail reference — do not treat as wholesale cost,,,Nigeria/Imported,2026-08-10,Public Nigerian retail reference; recheck supplier cost before publishing.,4435,https://www.supermart.ng/collections/groundnut-vegetable-oil,https://www.supermart.ng/products/mamador-pure-vegetable-oil-900-ml,https://www.supermart.ng/products/mamador-pure-vegetable-oil-900-ml,verified-current,95,0,pending-image,verified-reference
King's Vegetable Oil 1 L,King's,oil,Vegetable Oil,BSV-KING-S-VEGETABLE-OIL-1-L-0029,false,,,,1 L,item,,14,5250,0,5,,King's Vegetable Oil 1 L Nigeria product pack,Pending automated product-image enrichment,Public retail reference — do not treat as wholesale cost,,,Nigeria/Imported,2026-08-10,Public Nigerian retail reference; recheck supplier cost before publishing.,5250,https://www.supermart.ng/collections/groundnut-vegetable-oil,https://www.supermart.ng/products/king-s-vegetable-oil-1-l,https://www.supermart.ng/products/king-s-vegetable-oil-1-l,verified-current,95,0,pending-image,verified-reference
Power Vegetable Oil 2.6 L,Power,oil,Vegetable Oil,BSV-POWER-VEGETABLE-OIL-2-6-L-0030,false,,,,2.6 L,item,,14,14605,0,5,,Power Vegetable Oil 2.6 L Nigeria product pack,Pending automated product-image enrichment,Public retail reference — do not treat as wholesale cost,,,Nigeria/Imported,2026-08-10,Public Nigerian retail reference; recheck supplier cost before publishing.,14605,https://www.supermart.ng/collections/groundnut-vegetable-oil,https://www.supermart.ng/products/power-vegetable-oil-2-6-l,https://www.supermart.ng/products/power-vegetable-oil-2-6-l,verified-current,95,0,pending-image,verified-reference
Golden Terra Smart Balance Vegetable Oil 750 ml,Golden Terra,oil,Vegetable Oil,BSV-GOLDEN-TERRA-SMART-BALANCE-VEGETABLE-OIL-0031,false,,,,750 ml,item,,14,5025,0,5,,Golden Terra Smart Balance Vegetable Oil 750 ml Nigeria product pack,Pending automated product-image enrichment,Public retail reference — do not treat as wholesale cost,,,Nigeria/Imported,2026-08-10,Public Nigerian retail reference; recheck supplier cost before publishing.,5025,https://www.supermart.ng/collections/groundnut-vegetable-oil,https://www.supermart.ng/products/golden-terra-smart-balance-vegetable-oil-750-ml,https://www.supermart.ng/products/golden-terra-smart-balance-vegetable-oil-750-ml,verified-current,95,0,pending-image,verified-reference
King's Vegetable Oil 2 L,King's,oil,Vegetable Oil,BSV-KING-S-VEGETABLE-OIL-2-L-0032,false,,,,2 L,item,,14,10200,0,5,,King's Vegetable Oil 2 L Nigeria product pack,Pending automated product-image enrichment,Public retail reference — do not treat as wholesale cost,,,Nigeria/Imported,2026-08-10,Public Nigerian retail reference; recheck supplier cost before publishing.,10200,https://www.supermart.ng/collections/groundnut-vegetable-oil,https://www.supermart.ng/products/king-s-vegetable-oil-2-l,https://www.supermart.ng/products/king-s-vegetable-oil-2-l,verified-current,95,0,pending-image,verified-reference
Golden Penny Pure Vegetable Oil 2.75 L,Golden Penny,oil,Vegetable Oil,BSV-GOLDEN-PENNY-PURE-VEGETABLE-OIL-2-75-L-0033,false,,,,2.75 L,item,,14,13740,0,5,,Golden Penny Pure Vegetable Oil 2.75 L Nigeria product pack,Pending automated product-image enrichment,Public retail reference — do not treat as wholesale cost,,,Nigeria/Imported,2026-08-10,Public Nigerian retail reference; recheck supplier cost before publishing.,13740,https://www.supermart.ng/collections/groundnut-vegetable-oil,https://www.supermart.ng/products/golden-penny-pure-vegetable-oil-2-75-l,https://www.supermart.ng/products/golden-penny-pure-vegetable-oil-2-75-l,verified-current,95,0,pending-image,verified-reference
King's Vegetable Oil 10 L,King's,oil,Vegetable Oil,BSV-KING-S-VEGETABLE-OIL-10-L-0034,false,,,,10 L,item,,14,46500,0,5,,King's Vegetable Oil 10 L Nigeria product pack,Pending automated product-image enrichment,Public retail reference — do not treat as wholesale cost,,,Nigeria/Imported,2026-08-10,Public Nigerian retail reference; recheck supplier cost before publishing.,46500,https://www.supermart.ng/collections/groundnut-vegetable-oil,https://www.supermart.ng/products/king-s-vegetable-oil-10-l,https://www.supermart.ng/products/king-s-vegetable-oil-10-l,verified-current,95,0,pending-image,verified-reference
Power Vegetable Oil 4.5 L,Power,oil,Vegetable Oil,BSV-POWER-VEGETABLE-OIL-4-5-L-0035,false,,,,4.5 L,item,,14,22705,0,5,,Power Vegetable Oil 4.5 L Nigeria product pack,Pending automated product-image enrichment,Public retail reference — do not treat as wholesale cost,,,Nigeria/Imported,2026-08-10,Public Nigerian retail reference; recheck supplier cost before publishing.,22705,https://www.supermart.ng/collections/groundnut-vegetable-oil,https://www.supermart.ng/products/power-vegetable-oil-4-5-l,https://www.supermart.ng/products/power-vegetable-oil-4-5-l,verified-current,95,0,pending-image,verified-reference
Mamador Pure Vegetable Oil 3.5 L,Mamador,oil,Vegetable Oil,BSV-MAMADOR-PURE-VEGETABLE-OIL-3-5-L-0036,false,,,,3.5 L,item,,14,17290,0,5,,Mamador Pure Vegetable Oil 3.5 L Nigeria product pack,Pending automated product-image enrichment,Public retail reference — do not treat as wholesale cost,,,Nigeria/Imported,2026-08-10,Public Nigerian retail reference; recheck supplier cost before publishing.,17290,https://www.supermart.ng/collections/groundnut-vegetable-oil,https://www.supermart.ng/products/mamador-pure-vegetable-oil-3-5-l,https://www.supermart.ng/products/mamador-pure-vegetable-oil-3-5-l,verified-current,95,0,pending-image,verified-reference
Emperor Refined Palm Pure Vegetable Oil 700 ml,Emperor,oil,Vegetable Oil,BSV-EMPEROR-REFINED-PALM-PURE-VEGETABLE-OIL--0037,false,,,,700 ml,item,,14,3410,0,5,,Emperor Refined Palm Pure Vegetable Oil 700 ml Nigeria product pack,Pending automated product-image enrichment,Public retail reference — do not treat as wholesale cost,,,Nigeria/Imported,2026-08-10,Public Nigerian retail reference; recheck supplier cost before publishing.,3410,https://www.supermart.ng/collections/groundnut-vegetable-oil,https://www.supermart.ng/products/emperor-refined-palm-pure-vegetable-oil-700-ml,https://www.supermart.ng/products/emperor-refined-palm-pure-vegetable-oil-700-ml,verified-current,95,0,pending-image,verified-reference
Laziz Pure Vegetable Oil 5 L,Laziz,oil,Vegetable Oil,BSV-LAZIZ-PURE-VEGETABLE-OIL-5-L-0038,false,,,,5 L,item,,14,27390,0,5,,Laziz Pure Vegetable Oil 5 L Nigeria product pack,Pending automated product-image enrichment,Public retail reference — do not treat as wholesale cost,,,Nigeria/Imported,2026-08-10,Public Nigerian retail reference; recheck supplier cost before publishing.,27390,https://www.supermart.ng/collections/groundnut-vegetable-oil,https://www.supermart.ng/products/laziz-pure-vegetable-oil-5-l,https://www.supermart.ng/products/laziz-pure-vegetable-oil-5-l,verified-current,95,0,pending-image,verified-reference
Laziz Pure Vegetable Oil 3 L,Laziz,oil,Vegetable Oil,BSV-LAZIZ-PURE-VEGETABLE-OIL-3-L-0039,false,,,,3 L,item,,14,16670,0,5,,Laziz Pure Vegetable Oil 3 L Nigeria product pack,Pending automated product-image enrichment,Public retail reference — do not treat as wholesale cost,,,Nigeria/Imported,2026-08-10,Public Nigerian retail reference; recheck supplier cost before publishing.,16670,https://www.supermart.ng/collections/groundnut-vegetable-oil,https://www.supermart.ng/products/laziz-pure-vegetable-oil-3-l,https://www.supermart.ng/products/laziz-pure-vegetable-oil-3-l,verified-current,95,0,pending-image,verified-reference
Activa Pure Vegetable Oil 5 L,Activa,oil,Vegetable Oil,BSV-ACTIVA-PURE-VEGETABLE-OIL-5-L-0040,false,,,,5 L,item,,14,21455,0,5,,Activa Pure Vegetable Oil 5 L Nigeria product pack,Pending automated product-image enrichment,Public retail reference — do not treat as wholesale cost,,,Nigeria/Imported,2026-08-10,Public Nigerian retail reference; recheck supplier cost before publishing.,21455,https://www.supermart.ng/collections/groundnut-vegetable-oil,https://www.supermart.ng/products/activa-pure-vegetable-oil-5-l,https://www.supermart.ng/products/activa-pure-vegetable-oil-5-l,verified-current,95,0,pending-image,verified-reference
Laziz Pure Vegetable Oil 1 L,Laziz,oil,Vegetable Oil,BSV-LAZIZ-PURE-VEGETABLE-OIL-1-L-0041,false,,,,1 L,item,,14,5660,0,5,,Laziz Pure Vegetable Oil 1 L Nigeria product pack,Pending automated product-image enrichment,Public retail reference — do not treat as wholesale cost,,,Nigeria/Imported,2026-08-10,Public Nigerian retail reference; recheck supplier cost before publishing.,5660,https://www.supermart.ng/collections/groundnut-vegetable-oil,https://www.supermart.ng/products/laziz-pure-vegetable-oil-1-l,https://www.supermart.ng/products/laziz-pure-vegetable-oil-1-l,verified-current,95,0,pending-image,verified-reference
Golden Penny Pure Vegetable Oil 4 L,Golden Penny,oil,Vegetable Oil,BSV-GOLDEN-PENNY-PURE-VEGETABLE-OIL-4-L-0042,false,,,,4 L,item,,14,16000,0,5,,Golden Penny Pure Vegetable Oil 4 L Nigeria product pack,Pending automated product-image enrichment,Public retail reference — do not treat as wholesale cost,,,Nigeria/Imported,2026-08-10,Public Nigerian retail reference; recheck supplier cost before publishing.,16000,https://www.supermart.ng/collections/groundnut-vegetable-oil,https://www.supermart.ng/products/golden-penny-pure-vegetable-oil-4-l,https://www.supermart.ng/products/golden-penny-pure-vegetable-oil-4-l,verified-current,95,0,pending-image,verified-reference
